,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
1516,2023-05-25,AAPL,141470445,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,180.0,0.231411,0.445107,C,6.85,6.95,219
1515,2023-05-25,AAPL,141470446,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,185.0,0.220241,0.353979,C,4.7,4.8,219
1517,2023-05-25,AAPL,141470447,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,190.0,0.210629,0.266194,C,3.05,3.15,527
1514,2023-05-25,AAPL,141470448,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,195.0,0.203195,0.18914,C,1.91,1.95,125
1512,2023-05-25,AAPL,141470449,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,200.0,0.19753,0.127176,C,1.14,1.16,1380
1511,2023-05-25,AAPL,141470450,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,205.0,0.194081,0.08216,C,0.66,0.68,122
1510,2023-05-25,AAPL,141470451,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,210.0,0.192751,0.051985,C,0.38,0.4,266
1509,2023-05-25,AAPL,141528516,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,220.0,0.194976,0.020914,C,0.13,0.15,105
1508,2023-05-25,AAPL,141528517,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,230.0,0.206561,0.010674,C,0.06,0.08,0
1507,2023-05-25,AAPL,142291791,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,240.0,0.219553,0.006084,C,0.03,0.05,8
1506,2023-05-25,AAPL,142291792,2023-09-15,172.99,0.005376033296722354,0.0492209502181928,113,250.0,0.227735,0.003122,C,0.01,0.03,83
1601,2023-05-26,AAPL,151698039,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,65.0,0.67078,-0.001893,P,0.01,0.07,0
1599,2023-05-26,AAPL,142859004,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,70.0,0.615416,-0.001828,P,0.02,0.05,1
1598,2023-05-26,AAPL,141470480,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,75.0,0.587071,-0.002415,P,0.03,0.06,1
1597,2023-05-26,AAPL,141470481,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,80.0,0.567881,-0.003496,P,0.05,0.08,1
1596,2023-05-26,AAPL,141470482,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,85.0,0.544149,-0.004659,P,0.07,0.1,8
1595,2023-05-26,AAPL,141470483,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,90.0,0.557876,-0.00918,P,0.1,0.27,20
1594,2023-05-26,AAPL,141470484,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,95.0,0.528521,-0.011082,P,0.13,0.3,6
1137,2023-05-26,AAPL,141470457,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,100.0,0.501838,-0.013581,P,0.17,0.34,141
1136,2023-05-26,AAPL,141470458,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,105.0,0.457989,-0.013805,P,0.22,0.25,300
1135,2023-05-26,AAPL,141470459,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,110.0,0.454481,-0.021047,P,0.29,0.46,489
1134,2023-05-26,AAPL,141470460,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,115.0,0.418502,-0.023048,P,0.36,0.4,50
1133,2023-05-26,AAPL,141470461,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,120.0,0.415736,-0.034323,P,0.48,0.71,200
1132,2023-05-26,AAPL,141470462,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,125.0,0.382158,-0.038511,P,0.61,0.63,48
1131,2023-05-26,AAPL,141470463,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,130.0,0.363506,-0.049167,P,0.76,0.8,109
1130,2023-05-26,AAPL,141470464,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,135.0,0.347511,-0.063856,P,0.99,1.03,221
1147,2023-05-26,AAPL,141470465,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,140.0,0.330761,-0.082045,P,1.26,1.32,197
1149,2023-05-26,AAPL,141470466,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,145.0,0.324634,-0.111627,P,1.63,2.04,265
1168,2023-05-26,AAPL,141470467,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,150.0,0.301044,-0.136671,P,2.11,2.23,462
1150,2023-05-26,AAPL,141470468,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,155.0,0.287022,-0.17546,P,2.76,2.88,690
1167,2023-05-26,AAPL,141470469,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,160.0,0.273899,-0.224103,P,3.6,3.75,427
1166,2023-05-26,AAPL,141470470,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,165.0,0.261169,-0.2837,P,4.7,4.85,308
1165,2023-05-26,AAPL,141470471,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,170.0,0.248721,-0.35514,P,6.1,6.25,309
1164,2023-05-26,AAPL,141470472,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,175.0,0.236824,-0.43888,P,7.85,8.05,2237
1833,2023-05-26,AAPL,141470445,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,180.0,0.229056,0.487021,C,7.8,8.0,935
1832,2023-05-26,AAPL,141470446,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,185.0,0.217611,0.394509,C,5.45,5.6,2003
1831,2023-05-26,AAPL,141470447,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,190.0,0.208101,0.302861,C,3.6,3.75,616
1830,2023-05-26,AAPL,141470448,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,195.0,0.198184,0.216513,C,2.16,2.36,1480
1829,2023-05-26,AAPL,141470449,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,200.0,0.192625,0.147569,C,1.28,1.44,930
1828,2023-05-26,AAPL,141470450,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,205.0,0.191512,0.099134,C,0.81,0.86,185
1827,2023-05-26,AAPL,141470451,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,210.0,0.190057,0.063489,C,0.47,0.51,129
1175,2023-05-26,AAPL,141528516,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,220.0,0.197514,0.029387,C,0.15,0.27,1877
1174,2023-05-26,AAPL,141528517,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,230.0,0.204464,0.013395,C,0.08,0.1,426
1173,2023-05-26,AAPL,142291791,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,240.0,0.219417,0.008064,C,0.05,0.06,117
1171,2023-05-26,AAPL,142291792,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,250.0,0.233284,0.005061,C,0.02,0.05,53
1172,2023-05-26,AAPL,144084639,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,260.0,0.24814,0.00352,C,0.01,0.04,0
1148,2023-05-26,AAPL,144543838,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,280.0,0.277253,0.001993,C,0.01,0.02,0
1601,2023-05-26,AAPL,151698039,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,65.0,0.67078,-0.001893,P,0.01,0.07,0
1599,2023-05-26,AAPL,142859004,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,70.0,0.615416,-0.001828,P,0.02,0.05,1
1598,2023-05-26,AAPL,141470480,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,75.0,0.587071,-0.002415,P,0.03,0.06,1
1597,2023-05-26,AAPL,141470481,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,80.0,0.567881,-0.003496,P,0.05,0.08,1
1596,2023-05-26,AAPL,141470482,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,85.0,0.544149,-0.004659,P,0.07,0.1,8
1595,2023-05-26,AAPL,141470483,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,90.0,0.557876,-0.00918,P,0.1,0.27,20
1594,2023-05-26,AAPL,141470484,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,95.0,0.528521,-0.011082,P,0.13,0.3,6
1137,2023-05-26,AAPL,141470457,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,100.0,0.501838,-0.013581,P,0.17,0.34,141
1136,2023-05-26,AAPL,141470458,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,105.0,0.457989,-0.013805,P,0.22,0.25,300
1135,2023-05-26,AAPL,141470459,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,110.0,0.454481,-0.021047,P,0.29,0.46,489
1134,2023-05-26,AAPL,141470460,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,115.0,0.418502,-0.023048,P,0.36,0.4,50
1133,2023-05-26,AAPL,141470461,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,120.0,0.415736,-0.034323,P,0.48,0.71,200
1132,2023-05-26,AAPL,141470462,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,125.0,0.382158,-0.038511,P,0.61,0.63,48
1131,2023-05-26,AAPL,141470463,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,130.0,0.363506,-0.049167,P,0.76,0.8,109
1130,2023-05-26,AAPL,141470464,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,135.0,0.347511,-0.063856,P,0.99,1.03,221
1147,2023-05-26,AAPL,141470465,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,140.0,0.330761,-0.082045,P,1.26,1.32,197
1149,2023-05-26,AAPL,141470466,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,145.0,0.324634,-0.111627,P,1.63,2.04,265
1168,2023-05-26,AAPL,141470467,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,150.0,0.301044,-0.136671,P,2.11,2.23,462
1150,2023-05-26,AAPL,141470468,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,155.0,0.287022,-0.17546,P,2.76,2.88,690
1167,2023-05-26,AAPL,141470469,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,160.0,0.273899,-0.224103,P,3.6,3.75,427
1166,2023-05-26,AAPL,141470470,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,165.0,0.261169,-0.2837,P,4.7,4.85,308
1165,2023-05-26,AAPL,141470471,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,170.0,0.248721,-0.35514,P,6.1,6.25,309
1164,2023-05-26,AAPL,141470472,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,175.0,0.236824,-0.43888,P,7.85,8.05,2237
1833,2023-05-26,AAPL,141470445,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,180.0,0.229056,0.487021,C,7.8,8.0,935
1832,2023-05-26,AAPL,141470446,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,185.0,0.217611,0.394509,C,5.45,5.6,2003
1831,2023-05-26,AAPL,141470447,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,190.0,0.208101,0.302861,C,3.6,3.75,616
1830,2023-05-26,AAPL,141470448,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,195.0,0.198184,0.216513,C,2.16,2.36,1480
1829,2023-05-26,AAPL,141470449,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,200.0,0.192625,0.147569,C,1.28,1.44,930
1828,2023-05-26,AAPL,141470450,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,205.0,0.191512,0.099134,C,0.81,0.86,185
1827,2023-05-26,AAPL,141470451,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,210.0,0.190057,0.063489,C,0.47,0.51,129
1175,2023-05-26,AAPL,141528516,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,220.0,0.197514,0.029387,C,0.15,0.27,1877
1174,2023-05-26,AAPL,141528517,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,230.0,0.204464,0.013395,C,0.08,0.1,426
1173,2023-05-26,AAPL,142291791,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,240.0,0.219417,0.008064,C,0.05,0.06,117
1171,2023-05-26,AAPL,142291792,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,250.0,0.233284,0.005061,C,0.02,0.05,53
1172,2023-05-26,AAPL,144084639,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,260.0,0.24814,0.00352,C,0.01,0.04,0
1148,2023-05-26,AAPL,144543838,2023-09-15,175.43,0.0053012597617283245,0.049266891562893496,112,280.0,0.277253,0.001993,C,0.01,0.02,0
1542,2023-05-30,AAPL,151698039,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,65.0,0.669605,-0.001469,P,0.02,0.04,1
1541,2023-05-30,AAPL,142859004,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,70.0,0.622993,-0.001581,P,0.02,0.04,0
1540,2023-05-30,AAPL,141470480,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,75.0,0.610505,-0.002579,P,0.04,0.06,0
1519,2023-05-30,AAPL,141470481,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,80.0,0.573827,-0.002996,P,0.05,0.06,2
1518,2023-05-30,AAPL,141470482,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,85.0,0.556487,-0.004349,P,0.07,0.09,13
1563,2023-05-30,AAPL,141470483,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,90.0,0.531002,-0.00558,P,0.09,0.11,6
1562,2023-05-30,AAPL,141470484,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,95.0,0.504007,-0.00693,P,0.11,0.13,0
1533,2023-05-30,AAPL,141470457,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,100.0,0.484932,-0.009329,P,0.15,0.17,61
1532,2023-05-30,AAPL,141470458,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,105.0,0.462569,-0.011934,P,0.19,0.21,130
1531,2023-05-30,AAPL,141470459,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,110.0,0.44103,-0.015254,P,0.24,0.26,212
1530,2023-05-30,AAPL,141470460,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,115.0,0.421744,-0.01982,P,0.31,0.33,365
1529,2023-05-30,AAPL,141470461,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,120.0,0.402268,-0.025513,P,0.39,0.42,452
1536,2023-05-30,AAPL,141470462,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,125.0,0.38432,-0.033139,P,0.51,0.53,327
1528,2023-05-30,AAPL,141470463,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,130.0,0.366592,-0.042865,P,0.65,0.68,454
1526,2023-05-30,AAPL,141470464,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,135.0,0.349575,-0.055549,P,0.84,0.87,78
1525,2023-05-30,AAPL,141470465,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,140.0,0.333356,-0.072086,P,1.09,1.12,170
1524,2023-05-30,AAPL,141470466,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,145.0,0.318205,-0.093778,P,1.42,1.46,845
1523,2023-05-30,AAPL,141470467,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,150.0,0.303313,-0.121502,P,1.86,1.89,1702
1522,2023-05-30,AAPL,141470468,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,155.0,0.28982,-0.157514,P,2.44,2.49,1344
1521,2023-05-30,AAPL,141470469,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,160.0,0.276414,-0.202491,P,3.2,3.25,3659
1520,2023-05-30,AAPL,141470470,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,165.0,0.263052,-0.258017,P,4.15,4.25,476
1527,2023-05-30,AAPL,141470471,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,170.0,0.251407,-0.326221,P,5.45,5.55,1990
1537,2023-05-30,AAPL,141470472,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,175.0,0.240017,-0.406595,P,7.1,7.2,1707
1632,2023-05-30,AAPL,141470445,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,180.0,0.233285,0.518679,C,8.75,8.85,2078
1631,2023-05-30,AAPL,141470446,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,185.0,0.222693,0.427601,C,6.25,6.35,937
1630,2023-05-30,AAPL,141470447,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,190.0,0.213525,0.335539,C,4.25,4.35,925
1629,2023-05-30,AAPL,141470448,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,195.0,0.205401,0.248827,C,2.76,2.8,1604
1628,2023-05-30,AAPL,141470449,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,200.0,0.199487,0.17496,C,1.7,1.75,1045
1635,2023-05-30,AAPL,141470450,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,205.0,0.196479,0.118655,C,1.04,1.07,347
1645,2023-05-30,AAPL,141470451,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,210.0,0.195012,0.078009,C,0.62,0.65,274
1646,2023-05-30,AAPL,141528516,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,220.0,0.198696,0.034304,C,0.24,0.26,240
1647,2023-05-30,AAPL,141528517,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,230.0,0.209001,0.017122,C,0.11,0.13,298
1656,2023-05-30,AAPL,142291791,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,240.0,0.222993,0.009959,C,0.06,0.08,120
1655,2023-05-30,AAPL,142291792,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,250.0,0.237475,0.006306,C,0.03,0.06,1
1654,2023-05-30,AAPL,144084639,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,260.0,0.251017,0.004145,C,0.02,0.04,116
1653,2023-05-30,AAPL,144543837,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,270.0,0.268615,0.003303,C,0.02,0.03,801
1652,2023-05-30,AAPL,144543838,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,280.0,0.276471,0.00201,C,0.01,0.02,20
1651,2023-05-30,AAPL,144543839,2023-09-15,177.3,0.005245346869712352,0.04930800461237092,108,290.0,0.303566,0.002414,C,0.01,0.03,0
1709,2023-05-31,AAPL,142859004,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,70.0,0.625674,-0.001582,P,0.02,0.04,5
1708,2023-05-31,AAPL,141470480,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,75.0,0.599034,-0.002153,P,0.03,0.05,0
1707,2023-05-31,AAPL,141470481,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,80.0,0.570382,-0.002776,P,0.04,0.06,3
1714,2023-05-31,AAPL,141470482,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,85.0,0.550307,-0.003913,P,0.06,0.08,6
1724,2023-05-31,AAPL,141470483,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,90.0,0.526455,-0.00514,P,0.08,0.1,0
1725,2023-05-31,AAPL,141470484,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,95.0,0.500576,-0.00648,P,0.1,0.12,0
1746,2023-05-31,AAPL,141470457,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,100.0,0.484827,-0.009112,P,0.15,0.16,7
1745,2023-05-31,AAPL,141470458,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,105.0,0.457534,-0.011028,P,0.17,0.19,6
1744,2023-05-31,AAPL,141470459,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,110.0,0.437225,-0.014348,P,0.22,0.24,8
1743,2023-05-31,AAPL,141470460,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,115.0,0.419008,-0.018927,P,0.29,0.31,4
1742,2023-05-31,AAPL,141470461,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,120.0,0.400276,-0.024633,P,0.38,0.39,144
1741,2023-05-31,AAPL,141470462,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,125.0,0.382222,-0.032059,P,0.49,0.5,92
1740,2023-05-31,AAPL,141470463,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,130.0,0.365077,-0.041822,P,0.63,0.65,2810
1739,2023-05-31,AAPL,141470464,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,135.0,0.348513,-0.054558,P,0.82,0.84,108
1738,2023-05-31,AAPL,141470465,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,140.0,0.332633,-0.071166,P,1.07,1.09,274
1737,2023-05-31,AAPL,141470466,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,145.0,0.317414,-0.092765,P,1.4,1.42,209
1736,2023-05-31,AAPL,141470467,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,150.0,0.303525,-0.121153,P,1.84,1.88,695
1735,2023-05-31,AAPL,141470468,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,155.0,0.290059,-0.157295,P,2.43,2.47,2956
1734,2023-05-31,AAPL,141470469,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,160.0,0.276274,-0.202179,P,3.15,3.25,857
1733,2023-05-31,AAPL,141470470,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,165.0,0.26372,-0.258494,P,4.15,4.25,331
1732,2023-05-31,AAPL,141470471,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,170.0,0.25195,-0.326889,P,5.45,5.55,952
1731,2023-05-31,AAPL,141470472,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,175.0,0.239738,-0.40742,P,7.05,7.2,846
1444,2023-05-31,AAPL,141470445,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,180.0,0.243781,0.518764,C,9.05,9.2,1148
1443,2023-05-31,AAPL,141470446,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,185.0,0.233124,0.431224,C,6.55,6.7,613
1442,2023-05-31,AAPL,141470447,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,190.0,0.22442,0.343136,C,4.55,4.7,637
1441,2023-05-31,AAPL,141470448,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,195.0,0.217302,0.260584,C,3.05,3.15,1353
1440,2023-05-31,AAPL,141470449,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,200.0,0.211751,0.188848,C,1.97,2.03,693
1439,2023-05-31,AAPL,141470450,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,205.0,0.208676,0.132355,C,1.25,1.29,978
1438,2023-05-31,AAPL,141470451,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,210.0,0.207122,0.090204,C,0.78,0.81,304
1437,2023-05-31,AAPL,141528516,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,220.0,0.210028,0.041925,C,0.32,0.34,41
1436,2023-05-31,AAPL,141528517,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,230.0,0.220163,0.021853,C,0.15,0.18,277
1435,2023-05-31,AAPL,142291791,2023-09-15,177.25,0.005246826516220028,0.04942495352054553,107,240.0,0.23146,0.012154,C,0.08,0.1,642
